club_id,club_name,competition_id,competition_name,country_name,season,season_label,previous_season_label,matches_played,wins,draws,losses,points_earned,points_per_match,win_percentage,goals_scored,goals_conceded,goal_difference,goal_difference_per_match,points_per_match_change,win_percentage_change,goal_difference_per_match_change,performance_direction
1082,LOSC Lille,FR1,ligue-1,France,2023,2023-24,2022-23,34,16,11,7,59,1.74,47.06,52,34,18,0.529,-0.02,-2.94,-0.024,Decline
1082,LOSC Lille,FR1,ligue-1,France,2024,2024-25,2023-24,34,17,9,8,60,1.76,50,52,36,16,0.471,0.02,2.94,-0.058,Improvement
1031,Luton Town,GB1,premier-league,England,2023,2023-24,,38,6,8,24,26,0.68,15.79,52,85,-33,-0.868,,,,No consecutive comparison
281,Manchester City,GB1,premier-league,England,2020,2020-21,,38,27,5,6,86,2.26,71.05,83,32,51,1.342,,,,No consecutive comparison
281,Manchester City,GB1,premier-league,England,2021,2021-22,2020-21,38,29,6,3,93,2.45,76.32,99,26,73,1.921,0.19,5.27,0.579,Improvement
281,Manchester City,GB1,premier-league,England,2022,2022-23,2021-22,38,28,5,5,89,2.34,73.68,94,33,61,1.605,-0.11,-2.64,-0.316,Decline
281,Manchester City,GB1,premier-league,England,2023,2023-24,2022-23,38,28,7,3,91,2.39,73.68,96,34,62,1.632,0.05,0,0.027,Improvement
281,Manchester City,GB1,premier-league,England,2024,2024-25,2023-24,38,21,8,9,71,1.87,55.26,72,44,28,0.737,-0.52,-18.42,-0.895,Decline
985,Manchester United,GB1,premier-league,England,2020,2020-21,,38,21,11,6,74,1.95,55.26,73,44,29,0.763,,,,No consecutive comparison
985,Manchester United,GB1,premier-league,England,2021,2021-22,2020-21,38,16,10,12,58,1.53,42.11,57,57,0,0,-0.42,-13.15,-0.763,Decline
985,Manchester United,GB1,premier-league,England,2022,2022-23,2021-22,38,23,6,9,75,1.97,60.53,58,43,15,0.395,0.44,18.42,0.395,Improvement
985,Manchester United,GB1,premier-league,England,2023,2023-24,2022-23,38,18,6,14,60,1.58,47.37,57,58,-1,-0.026,-0.39,-13.16,-0.421,Decline
985,Manchester United,GB1,premier-league,England,2024,2024-25,2023-24,38,11,9,18,42,1.11,28.95,44,54,-10,-0.263,-0.47,-18.42,-0.237,Decline
969,Montpellier HSC,FR1,ligue-1,France,2020,2020-21,,38,14,12,12,54,1.42,36.84,60,62,-2,-0.053,,,,No consecutive comparison
969,Montpellier HSC,FR1,ligue-1,France,2021,2021-22,2020-21,38,12,7,19,43,1.13,31.58,49,61,-12,-0.316,-0.29,-5.26,-0.263,Decline
969,Montpellier HSC,FR1,ligue-1,France,2022,2022-23,2021-22,38,15,5,18,50,1.32,39.47,65,62,3,0.079,0.19,7.89,0.395,Improvement
969,Montpellier HSC,FR1,ligue-1,France,2023,2023-24,2022-23,34,10,12,12,42,1.24,29.41,43,48,-5,-0.147,-0.08,-10.06,-0.226,Decline
969,Montpellier HSC,FR1,ligue-1,France,2024,2024-25,2023-24,34,4,4,26,16,0.47,11.76,23,79,-56,-1.647,-0.77,-17.65,-1.5,Decline
762,Newcastle United,GB1,premier-league,England,2020,2020-21,,38,12,9,17,45,1.18,31.58,46,62,-16,-0.421,,,,No consecutive comparison
762,Newcastle United,GB1,premier-league,England,2021,2021-22,2020-21,38,13,10,15,49,1.29,34.21,44,62,-18,-0.474,0.11,2.63,-0.053,Improvement
762,Newcastle United,GB1,premier-league,England,2022,2022-23,2021-22,38,19,14,5,71,1.87,50,68,33,35,0.921,0.58,15.79,1.395,Improvement
762,Newcastle United,GB1,premier-league,England,2023,2023-24,2022-23,38,18,6,14,60,1.58,47.37,85,62,23,0.605,-0.29,-2.63,-0.316,Decline
762,Newcastle United,GB1,premier-league,England,2024,2024-25,2023-24,38,20,6,12,66,1.74,52.63,68,47,21,0.553,0.16,5.26,-0.052,Improvement
1160,Nîmes Olympique,FR1,ligue-1,France,2020,2020-21,,38,9,8,21,35,0.92,23.68,40,71,-31,-0.816,,,,No consecutive comparison
1123,Norwich City,GB1,premier-league,England,2021,2021-22,,38,5,7,26,22,0.58,13.16,23,84,-61,-1.605,,,,No consecutive comparison
703,Nottingham Forest,GB1,premier-league,England,2022,2022-23,,38,9,11,18,38,1,23.68,38,68,-30,-0.789,,,,No consecutive comparison
703,Nottingham Forest,GB1,premier-league,England,2023,2023-24,2022-23,38,9,9,20,36,0.95,23.68,49,67,-18,-0.474,-0.05,0,0.315,Decline
703,Nottingham Forest,GB1,premier-league,England,2024,2024-25,2023-24,38,19,8,11,65,1.71,50,58,46,12,0.316,0.76,26.32,0.79,Improvement
417,OGC Nice,FR1,ligue-1,France,2020,2020-21,,38,15,7,16,52,1.37,39.47,50,53,-3,-0.079,,,,No consecutive comparison
417,OGC Nice,FR1,ligue-1,France,2021,2021-22,2020-21,38,20,7,11,67,1.76,52.63,52,36,16,0.421,0.39,13.16,0.5,Improvement
417,OGC Nice,FR1,ligue-1,France,2022,2022-23,2021-22,38,15,13,10,58,1.53,39.47,48,37,11,0.289,-0.23,-13.16,-0.132,Decline
417,OGC Nice,FR1,ligue-1,France,2023,2023-24,2022-23,34,15,10,9,55,1.62,44.12,40,29,11,0.324,0.09,4.65,0.035,Improvement
417,OGC Nice,FR1,ligue-1,France,2024,2024-25,2023-24,34,17,9,8,60,1.76,50,66,41,25,0.735,0.14,5.88,0.411,Improvement
1041,Olympique Lyon,FR1,ligue-1,France,2020,2020-21,,38,22,10,6,76,2,57.89,81,43,38,1,,,,No consecutive comparison
1041,Olympique Lyon,FR1,ligue-1,France,2021,2021-22,2020-21,38,17,11,10,62,1.63,44.74,66,51,15,0.395,-0.37,-13.15,-0.605,Decline
1041,Olympique Lyon,FR1,ligue-1,France,2022,2022-23,2021-22,38,18,8,12,62,1.63,47.37,65,47,18,0.474,0,2.63,0.079,No change
1041,Olympique Lyon,FR1,ligue-1,France,2023,2023-24,2022-23,34,16,5,13,53,1.56,47.06,49,55,-6,-0.176,-0.07,-0.31,-0.65,Decline
1041,Olympique Lyon,FR1,ligue-1,France,2024,2024-25,2023-24,34,17,6,11,57,1.68,50,65,46,19,0.559,0.12,2.94,0.735,Improvement
244,Olympique Marseille,FR1,ligue-1,France,2020,2020-21,,38,16,12,10,60,1.58,42.11,54,47,7,0.184,,,,No consecutive comparison
244,Olympique Marseille,FR1,ligue-1,France,2021,2021-22,2020-21,38,21,8,9,71,1.87,55.26,63,38,25,0.658,0.29,13.15,0.474,Improvement
244,Olympique Marseille,FR1,ligue-1,France,2022,2022-23,2021-22,38,22,7,9,73,1.92,57.89,67,40,27,0.711,0.05,2.63,0.053,Improvement
244,Olympique Marseille,FR1,ligue-1,France,2023,2023-24,2022-23,34,13,11,10,50,1.47,38.24,52,41,11,0.324,-0.45,-19.65,-0.387,Decline
244,Olympique Marseille,FR1,ligue-1,France,2024,2024-25,2023-24,34,20,5,9,65,1.91,58.82,74,47,27,0.794,0.44,20.58,0.47,Improvement
583,Paris Saint-Germain,FR1,ligue-1,France,2020,2020-21,,38,26,4,8,82,2.16,68.42,86,28,58,1.526,,,,No consecutive comparison
583,Paris Saint-Germain,FR1,ligue-1,France,2021,2021-22,2020-21,38,26,8,4,86,2.26,68.42,90,36,54,1.421,0.1,0,-0.105,Improvement
583,Paris Saint-Germain,FR1,ligue-1,France,2022,2022-23,2021-22,38,27,4,7,85,2.24,71.05,89,40,49,1.289,-0.02,2.63,-0.132,Decline
583,Paris Saint-Germain,FR1,ligue-1,France,2023,2023-24,2022-23,34,22,10,2,76,2.24,64.71,81,33,48,1.412,0,-6.34,0.123,No change
583,Paris Saint-Germain,FR1,ligue-1,France,2024,2024-25,2023-24,34,26,6,2,84,2.47,76.47,92,35,57,1.676,0.23,11.76,0.264,Improvement
130,Parma Calcio 1913,IT1,serie-a,Italy,2020,2020-21,,38,3,11,24,20,0.53,7.89,39,83,-44,-1.158,,,,No consecutive comparison
130,Parma Calcio 1913,IT1,serie-a,Italy,2024,2024-25,2020-21,38,7,15,16,36,0.95,18.42,44,58,-14,-0.368,,,,No consecutive comparison
367,Rayo Vallecano,ES1,laliga,Spain,2021,2021-22,,38,11,9,18,42,1.11,28.95,39,50,-11,-0.289,,,,No consecutive comparison
367,Rayo Vallecano,ES1,laliga,Spain,2022,2022-23,2021-22,38,13,10,15,49,1.29,34.21,45,53,-8,-0.211,0.18,5.26,0.078,Improvement
367,Rayo Vallecano,ES1,laliga,Spain,2023,2023-24,2022-23,38,8,14,16,38,1,21.05,29,48,-19,-0.5,-0.29,-13.16,-0.289,Decline
367,Rayo Vallecano,ES1,laliga,Spain,2024,2024-25,2023-24,38,13,13,12,52,1.37,34.21,41,45,-4,-0.105,0.37,13.16,0.395,Improvement
23826,RB Leipzig,L1,bundesliga,Germany,2020,2020-21,,34,19,8,7,65,1.91,55.88,60,32,28,0.824,,,,No consecutive comparison
23826,RB Leipzig,L1,bundesliga,Germany,2021,2021-22,2020-21,34,17,7,10,58,1.71,50,72,37,35,1.029,-0.2,-5.88,0.205,Decline
23826,RB Leipzig,L1,bundesliga,Germany,2022,2022-23,2021-22,34,20,6,8,66,1.94,58.82,64,41,23,0.676,0.23,8.82,-0.353,Improvement
23826,RB Leipzig,L1,bundesliga,Germany,2023,2023-24,2022-23,34,19,8,7,65,1.91,55.88,77,39,38,1.118,-0.03,-2.94,0.442,Decline
23826,RB Leipzig,L1,bundesliga,Germany,2024,2024-25,2023-24,34,13,12,9,51,1.5,38.24,53,48,5,0.147,-0.41,-17.64,-0.971,Decline
826,RC Lens,FR1,ligue-1,France,2020,2020-21,,38,15,12,11,57,1.5,39.47,55,54,1,0.026,,,,No consecutive comparison
826,RC Lens,FR1,ligue-1,France,2021,2021-22,2020-21,38,17,11,10,62,1.63,44.74,62,48,14,0.368,0.13,5.27,0.342,Improvement
826,RC Lens,FR1,ligue-1,France,2022,2022-23,2021-22,38,25,9,4,84,2.21,65.79,68,29,39,1.026,0.58,21.05,0.658,Improvement
826,RC Lens,FR1,ligue-1,France,2023,2023-24,2022-23,34,14,9,11,51,1.5,41.18,45,37,8,0.235,-0.71,-24.61,-0.791,Decline
826,RC Lens,FR1,ligue-1,France,2024,2024-25,2023-24,34,15,7,12,52,1.53,44.12,42,39,3,0.088,0.03,2.94,-0.147,Improvement
667,RC Strasbourg Alsace,FR1,ligue-1,France,2020,2020-21,,38,11,9,18,42,1.11,28.95,49,58,-9,-0.237,,,,No consecutive comparison
667,RC Strasbourg Alsace,FR1,ligue-1,France,2021,2021-22,2020-21,38,17,12,9,63,1.66,44.74,60,43,17,0.447,0.55,15.79,0.684,Improvement
667,RC Strasbourg Alsace,FR1,ligue-1,France,2022,2022-23,2021-22,38,9,13,16,40,1.05,23.68,51,59,-8,-0.211,-0.61,-21.06,-0.658,Decline
667,RC Strasbourg Alsace,FR1,ligue-1,France,2023,2023-24,2022-23,34,10,9,15,39,1.15,29.41,38,50,-12,-0.353,0.1,5.73,-0.142,Improvement
667,RC Strasbourg Alsace,FR1,ligue-1,France,2024,2024-25,2023-24,34,16,9,9,57,1.68,47.06,56,44,12,0.353,0.53,17.65,0.706,Improvement
714,RCD Espanyol Barcelona,ES1,laliga,Spain,2021,2021-22,,38,10,12,16,42,1.11,26.32,40,53,-13,-0.342,,,,No consecutive comparison
714,RCD Espanyol Barcelona,ES1,laliga,Spain,2022,2022-23,2021-22,38,8,13,17,37,0.97,21.05,52,69,-17,-0.447,-0.14,-5.27,-0.105,Decline
714,RCD Espanyol Barcelona,ES1,laliga,Spain,2024,2024-25,2022-23,38,11,9,18,42,1.11,28.95,40,51,-11,-0.289,,,,No consecutive comparison
237,RCD Mallorca,ES1,laliga,Spain,2021,2021-22,,38,10,9,19,39,1.03,26.32,36,63,-27,-0.711,,,,No consecutive comparison
237,RCD Mallorca,ES1,laliga,Spain,2022,2022-23,2021-22,38,14,8,16,50,1.32,36.84,37,43,-6,-0.158,0.29,10.52,0.553,Improvement
237,RCD Mallorca,ES1,laliga,Spain,2023,2023-24,2022-23,38,8,16,14,40,1.05,21.05,33,44,-11,-0.289,-0.27,-15.79,-0.131,Decline
237,RCD Mallorca,ES1,laliga,Spain,2024,2024-25,2023-24,38,13,9,16,48,1.26,34.21,35,44,-9,-0.237,0.21,13.16,0.052,Improvement
150,Real Betis Balompié,ES1,laliga,Spain,2020,2020-21,,38,17,10,11,61,1.61,44.74,50,50,0,0,,,,No consecutive comparison
150,Real Betis Balompié,ES1,laliga,Spain,2021,2021-22,2020-21,38,19,8,11,65,1.71,50,62,40,22,0.579,0.1,5.26,0.579,Improvement
150,Real Betis Balompié,ES1,laliga,Spain,2022,2022-23,2021-22,38,17,9,12,60,1.58,44.74,46,41,5,0.132,-0.13,-5.26,-0.447,Decline
150,Real Betis Balompié,ES1,laliga,Spain,2023,2023-24,2022-23,38,14,15,9,57,1.5,36.84,48,45,3,0.079,-0.08,-7.9,-0.053,Decline
150,Real Betis Balompié,ES1,laliga,Spain,2024,2024-25,2023-24,38,16,12,10,60,1.58,42.11,57,50,7,0.184,0.08,5.27,0.105,Improvement
418,Real Madrid,ES1,laliga,Spain,2020,2020-21,,38,25,9,4,84,2.21,65.79,67,28,39,1.026,,,,No consecutive comparison
418,Real Madrid,ES1,laliga,Spain,2021,2021-22,2020-21,38,26,8,4,86,2.26,68.42,80,31,49,1.289,0.05,2.63,0.263,Improvement
418,Real Madrid,ES1,laliga,Spain,2022,2022-23,2021-22,38,24,6,8,78,2.05,63.16,75,36,39,1.026,-0.21,-5.26,-0.263,Decline
418,Real Madrid,ES1,laliga,Spain,2023,2023-24,2022-23,38,29,8,1,95,2.5,76.32,87,26,61,1.605,0.45,13.16,0.579,Improvement
418,Real Madrid,ES1,laliga,Spain,2024,2024-25,2023-24,38,26,6,6,84,2.21,68.42,78,38,40,1.053,-0.29,-7.9,-0.552,Decline
681,Real Sociedad,ES1,laliga,Spain,2020,2020-21,,38,17,11,10,62,1.63,44.74,59,38,21,0.553,,,,No consecutive comparison
681,Real Sociedad,ES1,laliga,Spain,2021,2021-22,2020-21,38,17,11,10,62,1.63,44.74,40,37,3,0.079,0,0,-0.474,No change
681,Real Sociedad,ES1,laliga,Spain,2022,2022-23,2021-22,38,21,8,9,71,1.87,55.26,51,35,16,0.421,0.24,10.52,0.342,Improvement
681,Real Sociedad,ES1,laliga,Spain,2023,2023-24,2022-23,38,16,12,10,60,1.58,42.11,51,39,12,0.316,-0.29,-13.15,-0.105,Decline
681,Real Sociedad,ES1,laliga,Spain,2024,2024-25,2023-24,38,13,7,18,46,1.21,34.21,35,46,-11,-0.289,-0.37,-7.9,-0.605,Decline
366,Real Valladolid CF,ES1,laliga,Spain,2020,2020-21,,38,5,16,17,31,0.82,13.16,34,57,-23,-0.605,,,,No consecutive comparison
366,Real Valladolid CF,ES1,laliga,Spain,2022,2022-23,2020-21,38,11,7,20,40,1.05,28.95,33,63,-30,-0.789,,,,No consecutive comparison
366,Real Valladolid CF,ES1,laliga,Spain,2024,2024-25,2022-23,38,4,4,30,16,0.42,10.53,26,90,-64,-1.684,,,,No consecutive comparison
60,SC Freiburg,L1,bundesliga,Germany,2020,2020-21,,34,12,9,13,45,1.32,35.29,52,52,0,0,,,,No consecutive comparison
60,SC Freiburg,L1,bundesliga,Germany,2021,2021-22,2020-21,34,15,10,9,55,1.62,44.12,58,46,12,0.353,0.3,8.83,0.353,Improvement
60,SC Freiburg,L1,bundesliga,Germany,2022,2022-23,2021-22,34,17,8,9,59,1.74,50,51,44,7,0.206,0.12,5.88,-0.147,Improvement
60,SC Freiburg,L1,bundesliga,Germany,2023,2023-24,2022-23,34,11,9,14,42,1.24,32.35,45,58,-13,-0.382,-0.5,-17.65,-0.588,Decline
60,SC Freiburg,L1,bundesliga,Germany,2024,2024-25,2023-24,34,16,7,11,55,1.62,47.06,49,53,-4,-0.118,0.38,14.71,0.264,Improvement
1533,SD Eibar,ES1,laliga,Spain,2020,2020-21,,38,6,12,20,30,0.79,15.79,29,52,-23,-0.605,,,,No consecutive comparison
5358,SD Huesca,ES1,laliga,Spain,2020,2020-21,,38,7,13,18,34,0.89,18.42,34,53,-19,-0.5,,,,No consecutive comparison
368,Sevilla FC,ES1,laliga,Spain,2020,2020-21,,38,24,5,9,77,2.03,63.16,53,33,20,0.526,,,,No consecutive comparison
368,Sevilla FC,ES1,laliga,Spain,2021,2021-22,2020-21,38,18,16,4,70,1.84,47.37,53,30,23,0.605,-0.19,-15.79,0.079,Decline
368,Sevilla FC,ES1,laliga,Spain,2022,2022-23,2021-22,38,13,10,15,49,1.29,34.21,47,54,-7,-0.184,-0.55,-13.16,-0.789,Decline
368,Sevilla FC,ES1,laliga,Spain,2023,2023-24,2022-23,38,10,11,17,41,1.08,26.32,48,54,-6,-0.158,-0.21,-7.89,0.026,Decline
368,Sevilla FC,ES1,laliga,Spain,2024,2024-25,2023-24,38,10,11,17,41,1.08,26.32,42,55,-13,-0.342,0,0,-0.184,No change
350,Sheffield United,GB1,premier-league,England,2020,2020-21,,38,7,2,29,23,0.61,18.42,20,63,-43,-1.132,,,,No consecutive comparison
350,Sheffield United,GB1,premier-league,England,2023,2023-24,2020-21,38,3,7,28,16,0.42,7.89,35,104,-69,-1.816,,,,No consecutive comparison
398,Società Sportiva Lazio S.p.A.,IT1,serie-a,Italy,2020,2020-21,,38,21,5,12,68,1.79,55.26,61,55,6,0.158,,,,No consecutive comparison
398,Società Sportiva Lazio S.p.A.,IT1,serie-a,Italy,2021,2021-22,2020-21,38,18,10,10,64,1.68,47.37,77,58,19,0.5,-0.11,-7.89,0.342,Decline
398,Società Sportiva Lazio S.p.A.,IT1,serie-a,Italy,2022,2022-23,2021-22,38,22,8,8,74,1.95,57.89,60,30,30,0.789,0.27,10.52,0.289,Improvement
398,Società Sportiva Lazio S.p.A.,IT1,serie-a,Italy,2023,2023-24,2022-23,38,18,7,13,61,1.61,47.37,49,39,10,0.263,-0.34,-10.52,-0.526,Decline
398,Società Sportiva Lazio S.p.A.,IT1,serie-a,Italy,2024,2024-25,2023-24,38,18,11,9,65,1.71,47.37,61,49,12,0.316,0.1,0,0.053,Improvement
180,Southampton FC,GB1,premier-league,England,2020,2020-21,,38,12,7,19,43,1.13,31.58,47,68,-21,-0.553,,,,No consecutive comparison
180,Southampton FC,GB1,premier-league,England,2021,2021-22,2020-21,38,9,13,16,40,1.05,23.68,43,67,-24,-0.632,-0.08,-7.9,-0.079,Decline
180,Southampton FC,GB1,premier-league,England,2022,2022-23,2021-22,38,6,7,25,25,0.66,15.79,36,73,-37,-0.974,-0.39,-7.89,-0.342,Decline
180,Southampton FC,GB1,premier-league,England,2024,2024-25,2022-23,38,2,6,30,12,0.32,5.26,26,86,-60,-1.579,,,,No consecutive comparison
3522,Spezia Calcio,IT1,serie-a,Italy,2020,2020-21,,38,9,12,17,39,1.03,23.68,52,72,-20,-0.526,,,,No consecutive comparison
3522,Spezia Calcio,IT1,serie-a,Italy,2021,2021-22,2020-21,38,10,6,22,36,0.95,26.32,41,71,-30,-0.789,-0.08,2.64,-0.263,Decline
3522,Spezia Calcio,IT1,serie-a,Italy,2022,2022-23,2021-22,38,6,13,19,31,0.82,15.79,31,62,-31,-0.816,-0.13,-10.53,-0.027,Decline
65,SpVgg Greuther Fürth,L1,bundesliga,Germany,2021,2021-22,,34,3,9,22,18,0.53,8.82,28,82,-54,-1.588,,,,No consecutive comparison
6195,SSC Napoli,IT1,serie-a,Italy,2020,2020-21,,38,24,5,9,77,2.03,63.16,86,41,45,1.184,,,,No consecutive comparison
6195,SSC Napoli,IT1,serie-a,Italy,2021,2021-22,2020-21,38,24,7,7,79,2.08,63.16,74,31,43,1.132,0.05,0,-0.052,Improvement
6195,SSC Napoli,IT1,serie-a,Italy,2022,2022-23,2021-22,38,28,6,4,90,2.37,73.68,77,28,49,1.289,0.29,10.52,0.157,Improvement
6195,SSC Napoli,IT1,serie-a,Italy,2023,2023-24,2022-23,38,13,14,11,53,1.39,34.21,55,48,7,0.184,-0.98,-39.47,-1.105,Decline
6195,SSC Napoli,IT1,serie-a,Italy,2024,2024-25,2023-24,38,24,10,4,82,2.16,63.16,59,27,32,0.842,0.77,28.95,0.658,Improvement
3911,Stade Brestois 29,FR1,ligue-1,France,2020,2020-21,,38,11,8,19,41,1.08,28.95,50,66,-16,-0.421,,,,No consecutive comparison
3911,Stade Brestois 29,FR1,ligue-1,France,2021,2021-22,2020-21,38,13,9,16,48,1.26,34.21,49,57,-8,-0.211,0.18,5.26,0.21,Improvement
3911,Stade Brestois 29,FR1,ligue-1,France,2022,2022-23,2021-22,38,11,11,16,44,1.16,28.95,44,54,-10,-0.263,-0.1,-5.26,-0.052,Decline
3911,Stade Brestois 29,FR1,ligue-1,France,2023,2023-24,2022-23,34,17,10,7,61,1.79,50,53,34,19,0.559,0.63,21.05,0.822,Improvement
3911,Stade Brestois 29,FR1,ligue-1,France,2024,2024-25,2023-24,34,15,5,14,50,1.47,44.12,52,59,-7,-0.206,-0.32,-5.88,-0.765,Decline
1421,Stade Reims,FR1,ligue-1,France,2020,2020-21,,38,9,15,14,42,1.11,23.68,42,50,-8,-0.211,,,,No consecutive comparison
1421,Stade Reims,FR1,ligue-1,France,2021,2021-22,2020-21,38,11,13,14,46,1.21,28.95,43,44,-1,-0.026,0.1,5.27,0.185,Improvement
1421,Stade Reims,FR1,ligue-1,France,2022,2022-23,2021-22,38,12,15,11,51,1.34,31.58,45,45,0,0,0.13,2.63,0.026,Improvement
1421,Stade Reims,FR1,ligue-1,France,2023,2023-24,2022-23,34,13,8,13,47,1.38,38.24,42,47,-5,-0.147,0.04,6.66,-0.147,Improvement
1421,Stade Reims,FR1,ligue-1,France,2024,2024-25,2023-24,34,8,9,17,33,0.97,23.53,33,47,-14,-0.412,-0.41,-14.71,-0.265,Decline
273,Stade Rennais FC,FR1,ligue-1,France,2020,2020-21,,38,16,10,12,58,1.53,42.11,52,40,12,0.316,,,,No consecutive comparison
273,Stade Rennais FC,FR1,ligue-1,France,2021,2021-22,2020-21,38,20,6,12,66,1.74,52.63,82,40,42,1.105,0.21,10.52,0.789,Improvement
273,Stade Rennais FC,FR1,ligue-1,France,2022,2022-23,2021-22,38,21,5,12,68,1.79,55.26,69,39,30,0.789,0.05,2.63,-0.316,Improvement
273,Stade Rennais FC,FR1,ligue-1,France,2023,2023-24,2022-23,34,12,10,12,46,1.35,35.29,53,46,7,0.206,-0.44,-19.97,-0.583,Decline
273,Stade Rennais FC,FR1,ligue-1,France,2024,2024-25,2023-24,34,13,2,19,41,1.21,38.24,51,50,1,0.029,-0.14,2.95,-0.177,Decline
105,SV Darmstadt 98,L1,bundesliga,Germany,2023,2023-24,,34,3,8,23,17,0.5,8.82,30,86,-56,-1.647,,,,No consecutive comparison
86,SV Werder Bremen,L1,bundesliga,Germany,2020,2020-21,,34,7,10,17,31,0.91,20.59,36,57,-21,-0.618,,,,No consecutive comparison
86,SV Werder Bremen,L1,bundesliga,Germany,2022,2022-23,2020-21,34,10,6,18,36,1.06,29.41,51,64,-13,-0.382,,,,No consecutive comparison
86,SV Werder Bremen,L1,bundesliga,Germany,2023,2023-24,2022-23,34,11,9,14,42,1.24,32.35,48,54,-6,-0.176,0.18,2.94,0.206,Improvement
86,SV Werder Bremen,L1,bundesliga,Germany,2024,2024-25,2023-24,34,14,9,11,51,1.5,41.18,54,57,-3,-0.088,0.26,8.83,0.088,Improvement
416,Torino FC,IT1,serie-a,Italy,2020,2020-21,,38,7,16,15,37,0.97,18.42,50,69,-19,-0.5,,,,No consecutive comparison
416,Torino FC,IT1,serie-a,Italy,2021,2021-22,2020-21,38,13,11,14,50,1.32,34.21,46,41,5,0.132,0.35,15.79,0.632,Improvement
416,Torino FC,IT1,serie-a,Italy,2022,2022-23,2021-22,38,14,11,13,53,1.39,36.84,42,41,1,0.026,0.07,2.63,-0.106,Improvement
416,Torino FC,IT1,serie-a,Italy,2023,2023-24,2022-23,38,13,14,11,53,1.39,34.21,36,36,0,0,0,-2.63,-0.026,No change
416,Torino FC,IT1,serie-a,Italy,2024,2024-25,2023-24,38,10,14,14,44,1.16,26.32,39,45,-6,-0.158,-0.23,-7.89,-0.158,Decline
148,Tottenham Hotspur,GB1,premier-league,England,2020,2020-21,,38,18,8,12,62,1.63,47.37,68,45,23,0.605,,,,No consecutive comparison
148,Tottenham Hotspur,GB1,premier-league,England,2021,2021-22,2020-21,38,22,5,11,71,1.87,57.89,69,40,29,0.763,0.24,10.52,0.158,Improvement
148,Tottenham Hotspur,GB1,premier-league,England,2022,2022-23,2021-22,38,18,6,14,60,1.58,47.37,70,63,7,0.184,-0.29,-10.52,-0.579,Decline
148,Tottenham Hotspur,GB1,premier-league,England,2023,2023-24,2022-23,38,20,6,12,66,1.74,52.63,74,61,13,0.342,0.16,5.26,0.158,Improvement
148,Tottenham Hotspur,GB1,premier-league,England,2024,2024-25,2023-24,38,11,5,22,38,1,28.95,64,65,-1,-0.026,-0.74,-23.68,-0.368,Decline
533,TSG 1899 Hoffenheim,L1,bundesliga,Germany,2020,2020-21,,34,11,10,13,43,1.26,32.35,52,54,-2,-0.059,,,,No consecutive comparison
533,TSG 1899 Hoffenheim,L1,bundesliga,Germany,2021,2021-22,2020-21,34,13,7,14,46,1.35,38.24,58,60,-2,-0.059,0.09,5.89,0,Improvement
533,TSG 1899 Hoffenheim,L1,bundesliga,Germany,2022,2022-23,2021-22,34,10,6,18,36,1.06,29.41,48,57,-9,-0.265,-0.29,-8.83,-0.206,Decline
533,TSG 1899 Hoffenheim,L1,bundesliga,Germany,2023,2023-24,2022-23,34,13,7,14,46,1.35,38.24,66,66,0,0,0.29,8.83,0.265,Improvement
533,TSG 1899 Hoffenheim,L1,bundesliga,Germany,2024,2024-25,2023-24,34,7,11,16,32,0.94,20.59,46,68,-22,-0.647,-0.41,-17.65,-0.647,Decline
1038,UC Sampdoria,IT1,serie-a,Italy,2020,2020-21,,38,15,7,16,52,1.37,39.47,52,54,-2,-0.053,,,,No consecutive comparison
1038,UC Sampdoria,IT1,serie-a,Italy,2021,2021-22,2020-21,38,10,6,22,36,0.95,26.32,46,63,-17,-0.447,-0.42,-13.15,-0.394,Decline
1038,UC Sampdoria,IT1,serie-a,Italy,2022,2022-23,2021-22,38,3,10,25,19,0.5,7.89,24,71,-47,-1.237,-0.45,-18.43,-0.79,Decline
3302,UD Almería,ES1,laliga,Spain,2022,2022-23,,38,11,8,19,41,1.08,28.95,49,65,-16,-0.421,,,,No consecutive comparison
3302,UD Almería,ES1,laliga,Spain,2023,2023-24,2022-23,38,3,12,23,21,0.55,7.89,43,75,-32,-0.842,-0.53,-21.06,-0.421,Decline
472,UD Las Palmas,ES1,laliga,Spain,2023,2023-24,,38,10,10,18,40,1.05,26.32,33,47,-14,-0.368,,,,No consecutive comparison
472,UD Las Palmas,ES1,laliga,Spain,2024,2024-25,2023-24,38,8,8,22,32,0.84,21.05,40,61,-21,-0.553,-0.21,-5.27,-0.185,Decline
410,Udinese Calcio,IT1,serie-a,Italy,2020,2020-21,,38,10,10,18,40,1.05,26.32,42,58,-16,-0.421,,,,No consecutive comparison
410,Udinese Calcio,IT1,serie-a,Italy,2021,2021-22,2020-21,38,11,14,13,47,1.24,28.95,61,58,3,0.079,0.19,2.63,0.5,Improvement
410,Udinese Calcio,IT1,serie-a,Italy,2022,2022-23,2021-22,38,11,13,14,46,1.21,28.95,47,48,-1,-0.026,-0.03,0,-0.105,Decline
410,Udinese Calcio,IT1,serie-a,Italy,2023,2023-24,2022-23,38,6,19,13,37,0.97,15.79,37,53,-16,-0.421,-0.24,-13.16,-0.395,Decline
410,Udinese Calcio,IT1,serie-a,Italy,2024,2024-25,2023-24,38,12,8,18,44,1.16,31.58,41,56,-15,-0.395,0.19,15.79,0.026,Improvement
