club_id,club_name,competition_id,competition_name,country_name,season,season_label,previous_season_label,matches_played,wins,draws,losses,points_earned,points_per_match,win_percentage,goals_scored,goals_conceded,goal_difference,goal_difference_per_match,points_per_match_change,win_percentage_change,goal_difference_per_match_change,performance_direction
2239,US Cremonese,IT1,serie-a,Italy,2022,2022-23,,38,5,12,21,27,0.71,13.16,36,69,-33,-0.868,,,,No consecutive comparison
1005,US Lecce,IT1,serie-a,Italy,2022,2022-23,,38,8,12,18,36,0.95,21.05,33,46,-13,-0.342,,,,No consecutive comparison
1005,US Lecce,IT1,serie-a,Italy,2023,2023-24,2022-23,38,8,14,16,38,1,21.05,32,54,-22,-0.579,0.05,0,-0.237,Improvement
1005,US Lecce,IT1,serie-a,Italy,2024,2024-25,2023-24,38,8,10,20,34,0.89,21.05,27,58,-31,-0.816,-0.11,0,-0.237,Decline
380,US Salernitana 1919,IT1,serie-a,Italy,2021,2021-22,,38,7,10,21,31,0.82,18.42,33,78,-45,-1.184,,,,No consecutive comparison
380,US Salernitana 1919,IT1,serie-a,Italy,2022,2022-23,2021-22,38,9,15,14,42,1.11,23.68,48,62,-14,-0.368,0.29,5.26,0.816,Improvement
380,US Salernitana 1919,IT1,serie-a,Italy,2023,2023-24,2022-23,38,2,11,25,17,0.45,5.26,32,81,-49,-1.289,-0.66,-18.42,-0.921,Decline
6574,US Sassuolo,IT1,serie-a,Italy,2020,2020-21,,38,17,11,10,62,1.63,44.74,64,56,8,0.211,,,,No consecutive comparison
6574,US Sassuolo,IT1,serie-a,Italy,2021,2021-22,2020-21,38,13,11,14,50,1.32,34.21,64,66,-2,-0.053,-0.31,-10.53,-0.264,Decline
6574,US Sassuolo,IT1,serie-a,Italy,2022,2022-23,2021-22,38,12,9,17,45,1.18,31.58,47,61,-14,-0.368,-0.14,-2.63,-0.315,Decline
6574,US Sassuolo,IT1,serie-a,Italy,2023,2023-24,2022-23,38,7,9,22,30,0.79,18.42,43,75,-32,-0.842,-0.39,-13.16,-0.474,Decline
1049,Valencia CF,ES1,laliga,Spain,2020,2020-21,,38,10,13,15,43,1.13,26.32,50,53,-3,-0.079,,,,No consecutive comparison
1049,Valencia CF,ES1,laliga,Spain,2021,2021-22,2020-21,38,11,15,12,48,1.26,28.95,48,53,-5,-0.132,0.13,2.63,-0.053,Improvement
1049,Valencia CF,ES1,laliga,Spain,2022,2022-23,2021-22,38,11,9,18,42,1.11,28.95,42,45,-3,-0.079,-0.15,0,0.053,Decline
1049,Valencia CF,ES1,laliga,Spain,2023,2023-24,2022-23,38,13,10,15,49,1.29,34.21,40,45,-5,-0.132,0.18,5.26,-0.053,Improvement
1049,Valencia CF,ES1,laliga,Spain,2024,2024-25,2023-24,38,11,13,14,46,1.21,28.95,44,54,-10,-0.263,-0.08,-5.26,-0.131,Decline
607,Venezia FC,IT1,serie-a,Italy,2021,2021-22,,38,6,9,23,27,0.71,15.79,34,69,-35,-0.921,,,,No consecutive comparison
607,Venezia FC,IT1,serie-a,Italy,2024,2024-25,2021-22,38,5,14,19,29,0.76,13.16,32,56,-24,-0.632,,,,No consecutive comparison
79,VfB Stuttgart,L1,bundesliga,Germany,2020,2020-21,,34,12,9,13,45,1.32,35.29,56,55,1,0.029,,,,No consecutive comparison
79,VfB Stuttgart,L1,bundesliga,Germany,2021,2021-22,2020-21,34,7,12,15,33,0.97,20.59,41,59,-18,-0.529,-0.35,-14.7,-0.558,Decline
79,VfB Stuttgart,L1,bundesliga,Germany,2022,2022-23,2021-22,34,7,12,15,33,0.97,20.59,45,57,-12,-0.353,0,0,0.176,No change
79,VfB Stuttgart,L1,bundesliga,Germany,2023,2023-24,2022-23,34,23,4,7,73,2.15,67.65,78,39,39,1.147,1.18,47.06,1.5,Improvement
79,VfB Stuttgart,L1,bundesliga,Germany,2024,2024-25,2023-24,34,14,8,12,50,1.47,41.18,64,53,11,0.324,-0.68,-26.47,-0.823,Decline
80,VfL Bochum,L1,bundesliga,Germany,2021,2021-22,,34,12,6,16,42,1.24,35.29,38,52,-14,-0.412,,,,No consecutive comparison
80,VfL Bochum,L1,bundesliga,Germany,2022,2022-23,2021-22,34,10,5,19,35,1.03,29.41,40,72,-32,-0.941,-0.21,-5.88,-0.529,Decline
80,VfL Bochum,L1,bundesliga,Germany,2023,2023-24,2022-23,34,7,12,15,33,0.97,20.59,42,74,-32,-0.941,-0.06,-8.82,0,Decline
80,VfL Bochum,L1,bundesliga,Germany,2024,2024-25,2023-24,34,6,7,21,25,0.74,17.65,33,67,-34,-1,-0.23,-2.94,-0.059,Decline
82,VfL Wolfsburg,L1,bundesliga,Germany,2020,2020-21,,34,17,10,7,61,1.79,50,61,37,24,0.706,,,,No consecutive comparison
82,VfL Wolfsburg,L1,bundesliga,Germany,2021,2021-22,2020-21,34,12,6,16,42,1.24,35.29,43,54,-11,-0.324,-0.55,-14.71,-1.03,Decline
82,VfL Wolfsburg,L1,bundesliga,Germany,2022,2022-23,2021-22,34,13,10,11,49,1.44,38.24,57,48,9,0.265,0.2,2.95,0.589,Improvement
82,VfL Wolfsburg,L1,bundesliga,Germany,2023,2023-24,2022-23,34,10,7,17,37,1.09,29.41,41,56,-15,-0.441,-0.35,-8.83,-0.706,Decline
82,VfL Wolfsburg,L1,bundesliga,Germany,2024,2024-25,2023-24,34,11,10,13,43,1.26,32.35,56,54,2,0.059,0.17,2.94,0.5,Improvement
1050,Villarreal CF,ES1,laliga,Spain,2020,2020-21,,38,15,13,10,58,1.53,39.47,60,44,16,0.421,,,,No consecutive comparison
1050,Villarreal CF,ES1,laliga,Spain,2021,2021-22,2020-21,38,16,11,11,59,1.55,42.11,63,37,26,0.684,0.02,2.64,0.263,Improvement
1050,Villarreal CF,ES1,laliga,Spain,2022,2022-23,2021-22,38,19,7,12,64,1.68,50,59,40,19,0.5,0.13,7.89,-0.184,Improvement
1050,Villarreal CF,ES1,laliga,Spain,2023,2023-24,2022-23,38,14,11,13,53,1.39,36.84,65,65,0,0,-0.29,-13.16,-0.5,Decline
1050,Villarreal CF,ES1,laliga,Spain,2024,2024-25,2023-24,38,20,10,8,70,1.84,52.63,71,51,20,0.526,0.45,15.79,0.526,Improvement
1010,Watford FC,GB1,premier-league,England,2021,2021-22,,38,6,5,27,23,0.61,15.79,34,77,-43,-1.132,,,,No consecutive comparison
984,West Bromwich Albion,GB1,premier-league,England,2020,2020-21,,38,5,11,22,26,0.68,13.16,35,76,-41,-1.079,,,,No consecutive comparison
379,West Ham United,GB1,premier-league,England,2020,2020-21,,38,19,8,11,65,1.71,50,62,47,15,0.395,,,,No consecutive comparison
379,West Ham United,GB1,premier-league,England,2021,2021-22,2020-21,38,16,8,14,56,1.47,42.11,60,51,9,0.237,-0.24,-7.89,-0.158,Decline
379,West Ham United,GB1,premier-league,England,2022,2022-23,2021-22,38,11,7,20,40,1.05,28.95,42,55,-13,-0.342,-0.42,-13.16,-0.579,Decline
379,West Ham United,GB1,premier-league,England,2023,2023-24,2022-23,38,14,10,14,52,1.37,36.84,60,74,-14,-0.368,0.32,7.89,-0.026,Improvement
379,West Ham United,GB1,premier-league,England,2024,2024-25,2023-24,38,11,10,17,43,1.13,28.95,46,62,-16,-0.421,-0.24,-7.89,-0.053,Decline
543,Wolverhampton Wanderers,GB1,premier-league,England,2020,2020-21,,38,12,9,17,45,1.18,31.58,36,52,-16,-0.421,,,,No consecutive comparison
543,Wolverhampton Wanderers,GB1,premier-league,England,2021,2021-22,2020-21,38,15,6,17,51,1.34,39.47,38,43,-5,-0.132,0.16,7.89,0.289,Improvement
543,Wolverhampton Wanderers,GB1,premier-league,England,2022,2022-23,2021-22,38,11,8,19,41,1.08,28.95,31,58,-27,-0.711,-0.26,-10.52,-0.579,Decline
543,Wolverhampton Wanderers,GB1,premier-league,England,2023,2023-24,2022-23,38,13,7,18,46,1.21,34.21,50,65,-15,-0.395,0.13,5.26,0.316,Improvement
543,Wolverhampton Wanderers,GB1,premier-league,England,2024,2024-25,2023-24,38,12,6,20,42,1.11,31.58,54,69,-15,-0.395,-0.1,-2.63,0,Decline
