player_id,player_name,position,sub_position,country_of_citizenship,club_id,club_name,competition_id,competition_name,country_name,season,season_label,age_at_season_end,appearances,minutes_played,goals,assists,goal_contributions,goals_per_90,assists_per_90,goal_contributions_per_90,club_matches,club_points_per_match,availability_percentage,productivity_percentile,availability_percentile,productivity_percentile_score,availability_percentile_score,productivity_availability_score,combined_position_league_season_rank,combined_league_season_rank,combined_overall_rank
191217,Héctor Bellerín,Defender,Right-Back,Spain,11,Arsenal FC,GB1,premier-league,England,2020,2020-21,26,25,2093,1,3,4,0.043,0.129,0.172,38,1.61,61.2,0.807692308,0.205128205,80.77,20.51,50.64,40,86,1917
15452,Raúl Albiol,Defender,Centre-Back,Spain,1050,Villarreal CF,ES1,laliga,Spain,2020,2020-21,35,35,3119,0,0,0,0,0,0,38,1.53,91.2,0,0.971830986,0,97.18,48.59,35,86,2059
538874,Terem Moffi,Attack,Centre-Forward,Nigeria,1158,FC Lorient,FR1,ligue-1,France,2020,2020-21,22,32,2089,14,3,17,0.603,0.129,0.732,38,1.11,61.08,0.833333333,0.194444444,83.33,19.44,51.39,19,86,1860
182913,Adrien Rabiot,Midfield,Central Midfield,France,506,Juventus FC,IT1,serie-a,Italy,2020,2020-21,26,34,2313,4,1,5,0.156,0.039,0.195,38,2.05,67.63,0.5,0.46969697,50,46.97,48.48,39,87,2077
344695,Dayot Upamecano,Defender,Centre-Back,France,23826,RB Leipzig,L1,bundesliga,Germany,2020,2020-21,22,29,2332,1,1,2,0.039,0.039,0.077,34,1.91,76.21,0.392156863,0.392156863,39.22,39.22,39.22,38,87,2683
229006,Franck Honorat,Attack,Right Winger,France,3911,Stade Brestois 29,FR1,ligue-1,France,2020,2020-21,24,36,2469,8,5,13,0.292,0.182,0.474,38,1.08,72.19,0.472222222,0.555555556,47.22,55.56,51.39,20,87,1861
99353,Portu,Attack,Right Winger,Spain,681,Real Sociedad,ES1,laliga,Spain,2020,2020-21,29,37,2189,8,3,11,0.329,0.123,0.452,38,1.63,64.01,0.613636364,0.340909091,61.36,34.09,47.73,28,87,2122
184573,Victor Lindelöf,Defender,Centre-Back,Sweden,985,Manchester United,GB1,premier-league,England,2020,2020-21,26,29,2586,1,1,2,0.035,0.035,0.07,38,1.95,75.61,0.474358974,0.538461538,47.44,53.85,50.64,41,87,1918
241641,Bernardo Silva,Midfield,Attacking Midfield,Portugal,281,Manchester City,GB1,premier-league,England,2020,2020-21,26,26,2070,2,6,8,0.087,0.261,0.348,38,2.26,60.53,0.785714286,0.214285714,78.57,21.43,50,29,88,1947
165873,Federico Barba,Defender,Centre-Back,Italy,4171,Benevento Calcio,IT1,serie-a,Italy,2020,2020-21,27,32,2662,0,2,2,0,0.068,0.068,38,0.87,77.84,0.264705882,0.691176471,26.47,69.12,47.79,34,88,2118
278343,Felix Uduokhai,Defender,Centre-Back,Germany,167,FC Augsburg,L1,bundesliga,Germany,2020,2020-21,23,29,2610,1,0,1,0.034,0,0.034,34,1.06,85.29,0.196078431,0.588235294,19.61,58.82,39.22,39,88,2684
238639,Steve Mounié,Attack,Centre-Forward,Benin,3911,Stade Brestois 29,FR1,ligue-1,France,2020,2020-21,26,35,2687,9,4,13,0.301,0.134,0.435,38,1.08,78.57,0.361111111,0.666666667,36.11,66.67,51.39,21,88,1862
139895,Tomás Pina,Midfield,Central Midfield,Spain,1108,Deportivo Alavés,ES1,laliga,Spain,2020,2020-21,33,33,2590,1,1,2,0.035,0.035,0.069,38,1,75.73,0.295454545,0.659090909,29.55,65.91,47.73,25,88,2125
654539,Adrien Truffert,Defender,Left-Back,France,273,Stade Rennais FC,FR1,ligue-1,France,2020,2020-21,19,29,1959,1,4,5,0.046,0.184,0.23,38,1.53,57.28,0.934210526,0.078947368,93.42,7.89,50.66,40,89,1915
71548,Anaitz Arbilla,Defender,Centre-Back,Spain,1533,SD Eibar,ES1,laliga,Spain,2020,2020-21,34,34,2803,0,1,1,0,0.032,0.032,38,0.79,81.96,0.14084507,0.802816901,14.08,80.28,47.18,36,89,2167
316889,Hirving Lozano,Attack,Left Winger,Mexico,6195,SSC Napoli,IT1,serie-a,Italy,2020,2020-21,25,32,1970,11,4,15,0.503,0.183,0.685,38,2.03,57.6,0.666666667,0.266666667,66.67,26.67,46.67,16,89,2191
156990,Marco Friedl,Defender,Centre-Back,Austria,86,SV Werder Bremen,L1,bundesliga,Germany,2020,2020-21,23,32,2786,0,0,0,0,0,0,34,0.91,91.05,0,0.784313725,0,78.43,39.22,40,89,2685
378710,Richarlison,Attack,Centre-Forward,Brazil,29,Everton FC,GB1,premier-league,England,2020,2020-21,24,34,2872,7,3,10,0.219,0.094,0.313,38,1.55,83.98,0.186046512,0.813953488,18.6,81.4,50,19,89,1953
280575,Elvis Rexhbecaj,Midfield,Central Midfield,Kosovo,3,1.FC Köln,L1,bundesliga,Germany,2020,2020-21,23,30,1838,5,2,7,0.245,0.098,0.343,34,0.97,60.07,0.659090909,0.113636364,65.91,11.36,38.64,31,90,2707
413220,James Justin,Defender,Right-Back,England,1003,Leicester City,GB1,premier-league,England,2020,2020-21,23,23,2070,2,2,4,0.087,0.087,0.174,38,1.74,60.53,0.820512821,0.166666667,82.05,16.67,49.36,42,90,1993
67546,Jorge Pulido,Defender,Centre-Back,Spain,5358,SD Huesca,ES1,laliga,Spain,2020,2020-21,30,33,2887,1,0,1,0.031,0,0.031,38,0.89,84.42,0.126760563,0.816901408,12.68,81.69,47.18,37,90,2168
240786,Riccardo Gagliolo,Defender,Centre-Back,Sweden,130,Parma Calcio 1913,IT1,serie-a,Italy,2020,2020-21,31,28,1955,2,2,4,0.092,0.092,0.184,38,0.53,57.16,0.75,0.176470588,75,17.65,46.32,35,90,2219
118278,Xavier Chavalerin,Midfield,Central Midfield,France,1421,Stade Reims,FR1,ligue-1,France,2020,2020-21,30,30,2549,0,3,3,0,0.106,0.106,38,1.11,74.53,0.385964912,0.614035088,38.6,61.4,50,29,90,1967
344381,Christopher Nkunku,Attack,Centre-Forward,France,23826,RB Leipzig,L1,bundesliga,Germany,2020,2020-21,23,28,1894,6,7,13,0.285,0.333,0.618,34,1.91,61.9,0.535714286,0.214285714,53.57,21.43,37.5,20,91,2768
134294,Danny Ings,Attack,Centre-Forward,England,180,Southampton FC,GB1,premier-league,England,2020,2020-21,28,29,2185,12,4,16,0.494,0.165,0.659,38,1.13,63.89,0.744186047,0.23255814,74.42,23.26,48.84,20,91,2041
149231,Fidel,Attack,Left Winger,Spain,1531,Elche CF,ES1,laliga,Spain,2020,2020-21,31,30,2402,6,3,9,0.225,0.112,0.337,38,0.95,70.23,0.363636364,0.568181818,36.36,56.82,46.59,29,91,2199
54935,Martín Cáceres,Defender,Centre-Back,Uruguay,430,ACF Fiorentina,IT1,serie-a,Italy,2020,2020-21,34,29,2240,2,1,3,0.08,0.04,0.121,38,1.05,65.5,0.602941176,0.323529412,60.29,32.35,46.32,36,91,2221
170929,Massadio Haïdara,Defender,Left-Back,Mali,826,RC Lens,FR1,ligue-1,France,2020,2020-21,28,25,2136,2,1,3,0.084,0.042,0.126,38,1.5,62.46,0.723684211,0.263157895,72.37,26.32,49.34,41,91,1994
229695,Bersant Celina,Midfield,Attacking Midfield,Kosovo,2969,Dijon FCO,FR1,ligue-1,France,2020,2020-21,24,32,2302,0,5,5,0,0.195,0.195,38,0.55,67.31,0.561403509,0.421052632,56.14,42.11,49.12,30,92,2017
57500,César Azpilicueta,Defender,Centre-Back,Spain,631,Chelsea FC,GB1,premier-league,England,2020,2020-21,31,26,2191,1,2,3,0.041,0.082,0.123,38,1.76,64.06,0.717948718,0.256410256,71.79,25.64,48.72,43,92,2045
69646,Jens Stryger,Defender,Right-Back,Denmark,410,Udinese Calcio,IT1,serie-a,Italy,2020,2020-21,30,33,2643,2,0,2,0.068,0,0.068,38,1.05,77.28,0.264705882,0.661764706,26.47,66.18,46.32,37,92,2222
192565,Leroy Sané,Attack,Right Winger,Germany,27,Bayern Munich,L1,bundesliga,Germany,2020,2020-21,25,32,1805,6,10,16,0.299,0.499,0.798,34,2.29,58.99,0.714285714,0,71.43,0,35.71,21,92,2854
296622,Marco Asensio,Midfield,Attacking Midfield,Spain,418,Real Madrid,ES1,laliga,Spain,2020,2020-21,25,35,1876,5,2,7,0.24,0.096,0.336,38,2.21,54.85,0.909090909,0.022727273,90.91,2.27,46.59,26,92,2200
131075,Francesco Acerbi,Defender,Centre-Back,Italy,398,Società Sportiva Lazio S.p.A.,IT1,serie-a,Italy,2020,2020-21,33,32,2815,0,1,1,0,0.032,0.032,38,1.79,82.31,0.117647059,0.808823529,11.76,80.88,46.32,38,93,2223
67420,Luke Ayling,Defender,Right-Back,,399,Leeds United,GB1,premier-league,England,2020,2020-21,29,38,3400,0,0,0,0,0,0,38,1.55,99.42,0,0.974358974,0,97.44,48.72,44,93,2046
273152,Nemanja Maksimovic,Midfield,Central Midfield,Serbia,3709,Getafe CF,ES1,laliga,Spain,2020,2020-21,26,35,2744,1,0,1,0.033,0,0.033,38,1,80.23,0.113636364,0.818181818,11.36,81.82,46.59,27,93,2202
261905,Suat Serdar,Midfield,Central Midfield,Germany,33,FC Schalke 04,L1,bundesliga,Germany,2020,2020-21,24,25,1957,1,3,4,0.046,0.138,0.184,34,0.47,63.95,0.363636364,0.340909091,36.36,34.09,35.23,32,93,2883
469669,Yvan Neyou,Midfield,Defensive Midfield,Cameroon,618,AS Saint-Étienne,FR1,ligue-1,France,2020,2020-21,24,31,2452,1,2,3,0.037,0.073,0.11,38,1.21,71.7,0.403508772,0.578947368,40.35,57.89,49.12,31,93,2018
329145,Diego Carlos,Defender,Centre-Back,Brazil,368,Sevilla FC,ES1,laliga,Spain,2020,2020-21,28,33,2790,1,0,1,0.032,0,0.032,38,2.03,81.58,0.14084507,0.788732394,14.08,78.87,46.48,38,94,2208
212723,Djibril Sow,Midfield,Central Midfield,Switzerland,24,Eintracht Frankfurt,L1,bundesliga,Germany,2020,2020-21,24,28,2180,0,2,2,0,0.083,0.083,34,1.76,71.24,0.136363636,0.545454545,13.64,54.55,34.09,33,94,2941
102017,Jorginho,Midfield,Defensive Midfield,Italy,631,Chelsea FC,GB1,premier-league,England,2020,2020-21,29,28,2014,7,1,8,0.313,0.045,0.357,38,1.76,58.89,0.821428571,0.142857143,82.14,14.29,48.21,30,94,2091
174196,Kenny Lala,Defender,Right-Back,France,667,RC Strasbourg Alsace,FR1,ligue-1,France,2020,2020-21,29,21,1837,3,2,5,0.147,0.098,0.245,38,1.11,53.71,0.947368421,0.026315789,94.74,2.63,48.68,42,94,2048
81789,Maya Yoshida,Defender,Centre-Back,Japan,1038,UC Sampdoria,IT1,serie-a,Italy,2020,2020-21,32,32,2272,1,2,3,0.04,0.079,0.119,38,1.37,66.43,0.573529412,0.338235294,57.35,33.82,45.59,39,94,2269
384593,Alexis Claude-Maurice,Midfield,Attacking Midfield,France,417,OGC Nice,FR1,ligue-1,France,2020,2020-21,23,30,1908,4,5,9,0.189,0.236,0.425,38,1.37,55.79,0.877192982,0.087719298,87.72,8.77,48.25,32,95,2089
22328,Fabio Quagliarella,Attack,Centre-Forward,,1038,UC Sampdoria,IT1,serie-a,Italy,2020,2020-21,38,33,2215,13,1,14,0.528,0.041,0.569,38,1.37,64.77,0.5,0.4,50,40,45,17,95,2299
111455,Granit Xhaka,Midfield,Defensive Midfield,Switzerland,11,Arsenal FC,GB1,premier-league,England,2020,2020-21,28,31,2526,1,2,3,0.036,0.071,0.107,38,1.61,73.86,0.428571429,0.535714286,42.86,53.57,48.21,31,95,2092
353948,Lucas Tousart,Midfield,Central Midfield,France,44,Hertha BSC,L1,bundesliga,Germany,2020,2020-21,24,26,2096,1,1,2,0.043,0.043,0.086,34,1.03,68.5,0.159090909,0.5,15.91,50,32.95,34,95,3000
62920,Víctor Ruiz,Defender,Centre-Back,Spain,150,Real Betis Balompié,ES1,laliga,Spain,2020,2020-21,32,27,2155,2,0,2,0.084,0,0.084,38,1.61,63.01,0.605633803,0.309859155,60.56,30.99,45.77,39,95,2253
66934,Cheikhou Kouyaté,Midfield,Defensive Midfield,Senegal,873,Crystal Palace,GB1,premier-league,England,2020,2020-21,31,36,3123,1,0,1,0.029,0,0.029,38,1.16,91.32,0.071428571,0.892857143,7.14,89.29,48.21,32,96,2093
248999,Lucas Höler,Attack,Centre-Forward,Germany,60,SC Freiburg,L1,bundesliga,Germany,2020,2020-21,26,33,2094,4,5,9,0.172,0.215,0.387,34,1.32,68.43,0.25,0.392857143,25,39.29,32.14,22,96,3038
410158,Rodrigo Becão,Defender,Centre-Back,Brazil,410,Udinese Calcio,IT1,serie-a,Italy,2020,2020-21,25,35,2785,1,0,1,0.032,0,0.032,38,1.05,81.43,0.117647059,0.779411765,11.76,77.94,44.85,40,96,2313
361093,Sven Botman,Defender,Centre-Back,Netherlands,1082,LOSC Lille,FR1,ligue-1,France,2020,2020-21,21,37,3311,0,0,0,0,0,0,38,2.18,96.81,0,0.960526316,0,96.05,48.03,43,96,2099
378293,Yangel Herrera,Midfield,Central Midfield,Venezuela,16795,Granada CF,ES1,laliga,Spain,2020,2020-21,23,31,2223,3,1,4,0.121,0.04,0.162,38,1.21,65,0.545454545,0.363636364,54.55,36.36,45.45,28,96,2279
27306,Mathieu Debuchy,Defender,Centre-Back,France,618,AS Saint-Étienne,FR1,ligue-1,France,2020,2020-21,35,26,2108,2,1,3,0.085,0.043,0.128,38,1.21,61.64,0.736842105,0.210526316,73.68,21.05,47.37,44,97,2156
411295,Raphinha,Attack,Left Winger,Brazil,399,Leeds United,GB1,premier-league,England,2020,2020-21,24,30,2364,6,9,15,0.228,0.343,0.571,38,1.55,69.12,0.604651163,0.348837209,60.47,34.88,47.67,21,97,2129
277137,Renato Tapia,Midfield,Defensive Midfield,Peru,940,Celta de Vigo,ES1,laliga,Spain,2020,2020-21,25,32,2709,0,1,1,0,0.033,0.033,38,1.39,79.21,0.113636364,0.795454545,11.36,79.55,45.45,29,97,2281
354362,Rodrigo Bentancur,Midfield,Defensive Midfield,Uruguay,506,Juventus FC,IT1,serie-a,Italy,2020,2020-21,24,33,2326,0,4,4,0,0.155,0.155,38,2.05,68.01,0.378787879,0.515151515,37.88,51.52,44.7,40,97,2321
338629,Sebastiaan Bornauw,Defender,Centre-Back,Belgium,3,1.FC Köln,L1,bundesliga,Germany,2020,2020-21,22,24,2082,1,1,2,0.043,0.043,0.086,34,0.97,68.04,0.431372549,0.196078431,43.14,19.61,31.37,41,97,3083
84301,Benjamin André,Midfield,Defensive Midfield,France,1082,LOSC Lille,FR1,ligue-1,France,2020,2020-21,30,35,2902,0,1,1,0,0.031,0.031,38,2.18,84.85,0.052631579,0.894736842,5.26,89.47,47.37,33,98,2158
82097,Christoph Kramer,Midfield,Defensive Midfield,Germany,18,Borussia Mönchengladbach,L1,bundesliga,Germany,2020,2020-21,30,28,2034,0,2,2,0,0.088,0.088,34,1.44,66.47,0.181818182,0.431818182,18.18,43.18,30.68,35,98,3117
66736,Lisandro Magallán,Defender,Centre-Back,Argentina,4083,FC Crotone,IT1,serie-a,Italy,2020,2020-21,27,28,2183,1,2,3,0.041,0.082,0.124,38,0.61,63.83,0.617647059,0.264705882,61.76,26.47,44.12,41,98,2358
338285,Unai Núñez,Defender,Centre-Back,Spain,621,Athletic Bilbao,ES1,laliga,Spain,2020,2020-21,24,25,2107,1,1,2,0.043,0.043,0.085,38,1.21,61.61,0.633802817,0.267605634,63.38,26.76,45.07,40,98,2297
410425,Yves Bissouma,Midfield,Defensive Midfield,Mali,1237,Brighton & Hove Albion,GB1,premier-league,England,2020,2020-21,24,36,3114,1,0,1,0.029,0,0.029,38,1.08,91.05,0.071428571,0.875,7.14,87.5,47.32,33,98,2164
45683,Manuel Gulde,Defender,Centre-Back,Germany,60,SC Freiburg,L1,bundesliga,Germany,2020,2020-21,30,27,1959,2,0,2,0.092,0,0.092,34,1.32,64.02,0.470588235,0.117647059,47.06,11.76,29.41,42,99,3175
174733,Omar Colley,Defender,Centre-Back,The Gambia,1038,UC Sampdoria,IT1,serie-a,Italy,2020,2020-21,28,29,2590,2,0,2,0.069,0,0.069,38,1.37,75.73,0.294117647,0.588235294,29.41,58.82,44.12,42,99,2360
171424,Riyad Mahrez,Attack,Right Winger,Algeria,281,Manchester City,GB1,premier-league,England,2020,2020-21,30,27,1955,9,6,15,0.414,0.276,0.691,38,2.26,57.16,0.813953488,0.11627907,81.4,11.63,46.51,22,99,2205
367466,Thierry Correia,Defender,Right-Back,Portugal,1049,Valencia CF,ES1,laliga,Spain,2020,2020-21,22,29,2141,1,1,2,0.042,0.042,0.084,38,1.13,62.6,0.605633803,0.295774648,60.56,29.58,45.07,41,99,2298
292808,Wout Faes,Defender,Centre-Back,Belgium,1421,Stade Reims,FR1,ligue-1,France,2020,2020-21,23,33,2901,1,0,1,0.031,0,0.031,38,1.11,84.82,0.171052632,0.776315789,17.11,77.63,47.37,45,99,2159
104124,Michail Antonio,Attack,Centre-Forward,Jamaica,379,West Ham United,GB1,premier-league,England,2020,2020-21,31,26,1983,10,5,15,0.454,0.227,0.681,38,1.71,57.98,0.790697674,0.139534884,79.07,13.95,46.51,23,100,2206
377393,Pierre Lees-Melou,Midfield,Defensive Midfield,France,417,OGC Nice,FR1,ligue-1,France,2020,2020-21,28,29,2065,4,2,6,0.174,0.087,0.262,38,1.37,60.38,0.684210526,0.228070175,68.42,22.81,45.61,34,100,2264
84150,Rafael Czichos,Defender,Centre-Back,Germany,3,1.FC Köln,L1,bundesliga,Germany,2020,2020-21,31,28,2259,1,0,1,0.04,0,0.04,34,0.97,73.82,0.254901961,0.333333333,25.49,33.33,29.41,43,100,3176
361104,Sergiño Dest,Defender,Right-Back,United States,131,FC Barcelona,ES1,laliga,Spain,2020,2020-21,20,30,1913,2,1,3,0.094,0.047,0.141,38,2.08,55.94,0.802816901,0.084507042,80.28,8.45,44.37,42,100,2338
111196,Stefan de Vrij,Defender,Centre-Back,Netherlands,46,Inter Milan,IT1,serie-a,Italy,2020,2020-21,29,32,2732,1,0,1,0.033,0,0.033,38,2.39,79.88,0.147058824,0.735294118,14.71,73.53,44.12,43,100,2362
640428,Eduardo Camavinga,Midfield,Central Midfield,France,273,Stade Rennais FC,FR1,ligue-1,France,2020,2020-21,18,35,2412,1,2,3,0.037,0.075,0.112,38,1.53,70.53,0.421052632,0.49122807,42.11,49.12,45.61,35,101,2266
130394,Gianluca Lapadula,Attack,Centre-Forward,Peru,4171,Benevento Calcio,IT1,serie-a,Italy,2020,2020-21,31,37,2572,8,5,13,0.28,0.175,0.455,38,0.87,75.2,0.266666667,0.6,26.67,60,43.33,18,101,2406
242086,Patrik Schick,Attack,Centre-Forward,Czech Republic,15,Bayer 04 Leverkusen,L1,bundesliga,Germany,2020,2020-21,25,29,1865,9,2,11,0.434,0.097,0.531,34,1.53,60.95,0.428571429,0.142857143,42.86,14.29,28.57,23,101,3221
139336,Paulo Oliveira,Defender,Centre-Back,Portugal,1533,SD Eibar,ES1,laliga,Spain,2020,2020-21,29,31,2640,0,1,1,0,0.034,0.034,38,0.79,77.19,0.169014085,0.704225352,16.9,70.42,43.66,43,101,2382
145988,Wilfried Zaha,Attack,Left Winger,Cote d'Ivoire,873,Crystal Palace,GB1,premier-league,England,2020,2020-21,28,30,2614,11,2,13,0.379,0.069,0.448,38,1.16,76.43,0.348837209,0.581395349,34.88,58.14,46.51,24,101,2207
186590,John Stones,Defender,Centre-Back,England,281,Manchester City,GB1,premier-league,England,2020,2020-21,27,22,1934,4,0,4,0.186,0,0.186,38,2.26,56.55,0.846153846,0.076923077,84.62,7.69,46.15,45,102,2230
126557,Jonathan Gradit,Defender,Centre-Back,France,826,RC Lens,FR1,ligue-1,France,2020,2020-21,28,33,2828,0,1,1,0,0.032,0.032,38,1.5,82.69,0.184210526,0.723684211,18.42,72.37,45.39,46,102,2282
269878,Marcus Ingvartsen,Attack,Centre-Forward,Denmark,89,1.FC Union Berlin,L1,bundesliga,Germany,2020,2020-21,25,30,1971,3,7,10,0.137,0.32,0.457,34,1.47,64.41,0.285714286,0.285714286,28.57,28.57,28.57,24,102,3223
73250,Mario Gaspar,Defender,Right-Back,Spain,1050,Villarreal CF,ES1,laliga,Spain,2020,2020-21,30,24,1852,0,3,3,0,0.146,0.146,38,1.53,54.15,0.816901408,0.042253521,81.69,4.23,42.96,44,102,2430
283735,Mattia Zaccagni,Attack,Left Winger,Italy,276,Hellas Verona,IT1,serie-a,Italy,2020,2020-21,26,36,2630,5,7,12,0.171,0.24,0.411,38,1.18,76.9,0.2,0.666666667,20,66.67,43.33,19,102,2407
53437,Bastian Oczipka,Defender,Left-Back,Germany,33,FC Schalke 04,L1,bundesliga,Germany,2020,2020-21,32,27,1919,0,2,2,0,0.094,0.094,34,0.47,62.71,0.509803922,0.058823529,50.98,5.88,28.43,44,103,3230
335721,Ben White,Defender,Right-Back,England,1237,Brighton & Hove Albion,GB1,premier-league,England,2020,2020-21,23,36,3196,0,0,0,0,0,0,38,1.08,93.45,0,0.923076923,0,92.31,46.15,46,103,2231
252667,Fali,Defender,Centre-Back,Spain,2687,Cádiz CF,ES1,laliga,Spain,2020,2020-21,27,34,2639,0,1,1,0,0.034,0.034,38,1.16,77.16,0.169014085,0.676056338,16.9,67.61,42.25,45,103,2481
336960,Giuseppe Pezzella,Defender,Left-Back,Italy,130,Parma Calcio 1913,IT1,serie-a,Italy,2020,2020-21,23,24,1835,1,4,5,0.049,0.196,0.245,38,0.53,53.65,0.823529412,0.029411765,82.35,2.94,42.65,44,103,2454
214532,Pierrick Capelle,Midfield,Central Midfield,France,1420,Angers SCO,FR1,ligue-1,France,2020,2020-21,34,35,2052,3,3,6,0.132,0.132,0.263,38,1.16,60,0.701754386,0.192982456,70.18,19.3,44.74,36,103,2316
386047,Axel Disasi,Defender,Centre-Back,France,162,AS Monaco,FR1,ligue-1,France,2020,2020-21,23,29,2016,3,0,3,0.134,0,0.134,38,2.05,58.95,0.763157895,0.131578947,76.32,13.16,44.74,47,104,2318
43512,Ömer Toprak,Defender,Centre-Back,Türkiye,86,SV Werder Bremen,L1,bundesliga,Germany,2020,2020-21,31,26,1948,2,0,2,0.092,0,0.092,34,0.91,63.66,0.470588235,0.098039216,47.06,9.8,28.43,45,104,3231
122153,Paul Pogba,Midfield,Central Midfield,France,985,Manchester United,GB1,premier-league,England,2020,2020-21,28,26,1896,3,5,8,0.142,0.237,0.38,38,1.95,55.44,0.857142857,0.053571429,85.71,5.36,45.54,34,104,2272
67080,Víctor Laguardia,Defender,Centre-Back,Spain,1108,Deportivo Alavés,ES1,laliga,Spain,2020,2020-21,31,32,2636,0,1,1,0,0.034,0.034,38,1,77.08,0.169014085,0.661971831,16.9,66.2,41.55,46,104,2532
648779,Wilfried Singo,Defender,Right-Back,Cote d'Ivoire,416,Torino FC,IT1,serie-a,Italy,2020,2020-21,20,28,1851,1,3,4,0.049,0.146,0.194,38,0.97,54.12,0.794117647,0.044117647,79.41,4.41,41.91,45,104,2504
431755,Dejan Kulusevski,Midfield,Attacking Midfield,Sweden,506,Juventus FC,IT1,serie-a,Italy,2020,2020-21,21,35,1919,4,3,7,0.188,0.141,0.328,38,2.05,56.11,0.681818182,0.151515152,68.18,15.15,41.67,41,105,2520
236045,Denis Bouanga,Attack,Left Winger,Gabon,618,AS Saint-Étienne,FR1,ligue-1,France,2020,2020-21,26,36,2737,7,4,11,0.23,0.132,0.362,38,1.21,80.03,0.194444444,0.694444444,19.44,69.44,44.44,22,105,2337
254037,Iza Carcelén,Defender,Right-Back,Spain,2687,Cádiz CF,ES1,laliga,Spain,2020,2020-21,28,32,2585,0,1,1,0,0.035,0.035,38,1.16,75.58,0.211267606,0.605633803,21.13,60.56,40.85,47,105,2583
196357,Jonathan Tah,Defender,Centre-Back,Germany,15,Bayer 04 Leverkusen,L1,bundesliga,Germany,2020,2020-21,25,27,2219,1,0,1,0.041,0,0.041,34,1.53,72.52,0.274509804,0.294117647,27.45,29.41,28.43,46,105,3232
274839,Wilfred Ndidi,Midfield,Defensive Midfield,Nigeria,1003,Leicester City,GB1,premier-league,England,2020,2020-21,24,26,2179,1,4,5,0.041,0.165,0.207,38,1.74,63.71,0.589285714,0.321428571,58.93,32.14,45.54,35,105,2273
89733,Álex Fernández,Midfield,Central Midfield,Spain,2687,Cádiz CF,ES1,laliga,Spain,2020,2020-21,28,25,1950,4,1,5,0.185,0.046,0.231,38,1.16,57.02,0.681818182,0.113636364,68.18,11.36,39.77,30,106,2645
195736,Florian Grillitsch,Midfield,Defensive Midfield,Austria,533,TSG 1899 Hoffenheim,L1,bundesliga,Germany,2020,2020-21,25,26,1882,2,2,4,0.096,0.096,0.191,34,1.26,61.5,0.386363636,0.181818182,38.64,18.18,28.41,36,106,3235
351749,Kalvin Phillips,Midfield,Defensive Midfield,England,399,Leeds United,GB1,premier-league,England,2020,2020-21,25,29,2429,1,2,3,0.037,0.074,0.111,38,1.55,71.02,0.446428571,0.464285714,44.64,46.43,45.54,36,106,2274
426790,Ngonda Muzinga,Defender,Left-Back,DR Congo,2969,Dijon FCO,FR1,ligue-1,France,2020,2020-21,26,30,2309,2,0,2,0.078,0,0.078,38,0.55,67.51,0.447368421,0.421052632,44.74,42.11,43.42,48,106,2402
72441,Rafael Tolói,Defender,Centre-Back,Italy,800,Atalanta BC,IT1,serie-a,Italy,2020,2020-21,30,31,2542,2,0,2,0.071,0,0.071,38,2.05,74.33,0.308823529,0.514705882,30.88,51.47,41.18,46,106,2551
381950,Alexis Saelemaekers,Midfield,Right Midfield,Belgium,5,AC Milan,IT1,serie-a,Italy,2020,2020-21,22,32,2032,2,5,7,0.089,0.221,0.31,38,2.08,59.42,0.621212121,0.196969697,62.12,19.7,40.91,42,107,2578
45320,Ángel Di María,Attack,Right Winger,Argentina,583,Paris Saint-Germain,FR1,ligue-1,France,2020,2020-21,33,27,1865,5,11,16,0.241,0.531,0.772,38,2.16,54.53,0.861111111,0,86.11,0,43.06,23,107,2424
71918,David Ferreiro,Attack,Right Winger,Spain,5358,SD Huesca,ES1,laliga,Spain,2020,2020-21,33,37,2541,2,4,6,0.071,0.142,0.213,38,0.89,74.3,0.068181818,0.727272727,6.82,72.73,39.77,30,107,2646
425334,Matty Cash,Defender,Right-Back,Poland,405,Aston Villa,GB1,premier-league,England,2020,2020-21,23,28,2378,0,2,2,0,0.076,0.076,38,1.45,69.53,0.487179487,0.423076923,48.72,42.31,45.51,47,107,2276
282660,Maximilian Mittelstädt,Defender,Left-Back,Germany,44,Hertha BSC,L1,bundesliga,Germany,2020,2020-21,24,27,1800,0,2,2,0,0.1,0.1,34,1.03,58.82,0.549019608,0,54.9,0,27.45,47,107,3275
93720,Alexandre Lacazette,Attack,Centre-Forward,France,11,Arsenal FC,GB1,premier-league,England,2020,2020-21,30,31,1929,13,2,15,0.607,0.093,0.7,38,1.61,56.4,0.837209302,0.069767442,83.72,6.98,45.35,25,108,2285
372711,Amine Harit,Attack,Left Winger,Morocco,33,FC Schalke 04,L1,bundesliga,Germany,2020,2020-21,24,28,2113,2,5,7,0.085,0.213,0.298,34,0.47,69.05,0.107142857,0.428571429,10.71,42.86,26.79,25,108,3304
355628,Igor Zubeldia,Defender,Centre-Back,Spain,681,Real Sociedad,ES1,laliga,Spain,2020,2020-21,24,24,1958,1,1,2,0.046,0.046,0.092,38,1.63,57.25,0.676056338,0.112676056,67.61,11.27,39.44,48,108,2664
178313,Jean-Eudes Aholou,Midfield,Defensive Midfield,Cote d'Ivoire,667,RC Strasbourg Alsace,FR1,ligue-1,France,2020,2020-21,27,27,2201,2,2,4,0.082,0.082,0.164,38,1.11,64.36,0.50877193,0.315789474,50.88,31.58,41.23,37,108,2545
